"24.934792"," 60.170814"," Alko Helsinki keskusta Arkadia ","Helsinki "
"24.95006"," 60.164371"," Alko Helsinki Kasarmitori ","Helsinki "
"24.930095"," 60.161259"," Alko Helsinki Bulevardi ","Helsinki "
"24.937932"," 60.169013"," Alko Helsinki keskusta Forum ","Helsinki "
"24.943421"," 60.159321"," Alko Helsinki Ullanlinna ","Helsinki "
"24.955068"," 60.187262"," Alko Helsinki Kallio ","Helsinki "
"24.91082"," 60.191034"," Alko Helsinki Meilahti ","Helsinki "
"24.947375"," 60.221808"," Alko Helsinki Käpylä ","Helsinki "
"24.935651"," 60.197313"," Alko Helsinki Itä-Pasila","Helsinki "
"24.849934"," 60.239155"," Alko Helsinki Konala Ristikko ","Helsinki "
"24.91022"," 60.163317"," Alko Helsinki Ruoholahti ","Helsinki "
"24.967176"," 60.203124"," Alko Helsinki Arabianranta Arabia ","Helsinki "
"24.959544"," 60.174411"," Alko Helsinki Kruununhaka ","Helsinki "
"24.876523"," 60.205564"," Alko Helsinki Munkkivuori ","Helsinki "
"24.88168"," 60.160287"," Alko Helsinki Lauttasaari ","Helsinki "
"24.948811"," 60.180342"," Alko Helsinki Hakaniemi Ympyrätalo ","Helsinki "
"24.928815"," 60.236792"," Alko Helsinki Pakila ","Helsinki "
"24.923898"," 60.17867"," Alko Helsinki Töölöntori ","Helsinki "
"24.86974"," 60.217522"," Alko Helsinki Pitäjänmäki ","Helsinki "
"24.938604"," 60.17037"," Alko Helsinki keskusta Sokos ","Helsinki "
"25.009999"," 60.227485"," Alko Helsinki Viikki Prisma ","Helsinki "
"24.942498"," 60.168312"," Alko Helsinki keskusta Stockmann ","Helsinki "
"25.01398"," 60.251175"," Alko Helsinki Malmi Nova ","Helsinki "
"25.033626"," 60.194368"," Alko Helsinki Herttoniemi Megahertsi ","Helsinki "
"24.888702"," 60.23694"," Alko Helsinki Kannelmäki Kaari ","Helsinki "
"25.084704"," 60.213093"," Alko Helsinki Itäkeskus Itis Stockmann ","Helsinki "
"25.087828"," 60.213933"," Alko Helsinki Itäkeskus Prisma ","Helsinki "
"25.083609"," 60.238283"," Alko Helsinki Kontula ","Helsinki "
"25.144982"," 60.207303"," Alko Helsinki Vuosaari Columbus ","Helsinki "
"25.085375"," 60.209894"," Alko Helsinki Itäkeskus Citymarket ","Helsinki "
"24.739994"," 60.240856"," Alko Espoo Lähderanta ","Espoo "
"24.735635"," 60.167325"," Alko Espoo Olari Prisma ","Espoo "
"24.808582"," 60.176391"," Alko Espoo Tapiola Ainoa ","Espoo "
"24.809618"," 60.217952"," Alko Espoo Leppävaara Sello ","Espoo "
"24.658903"," 60.203856"," Alko Espoo Espoon keskus Entresse ","Espoo "
"24.76066"," 60.169771"," Alko Espoo Niittykumpu Niittytori ","Espoo "
"24.65783"," 60.14857"," Alko Espoo Espoonlahti Lippulaiva ","Espoo "
"24.738737"," 60.162314"," Alko Espoo Matinkylä Iso Omena ","Espoo "
"24.447016"," 60.11846"," Alko Kirkkonummi Munkinmäki Prisma ","Kirkkonummi "
"24.766302"," 60.20395"," Alko Espoo Mankkaa ","Espoo "
"25.032216"," 60.293733"," Alko Vantaa Tikkurila ","Vantaa "
"24.851973"," 60.259856"," Alko Vantaa Myyrmäki Myyrmanni ","Vantaa "
"25.079448"," 60.349978"," Alko Vantaa Korso ","Vantaa "
"24.965878"," 60.291027"," Alko Vantaa Pakkala Jumbo ","Vantaa "
"24.729559"," 60.209916"," Alko Kauniainen ","Kauniainen "
"24.801821"," 60.272377"," Alko Vantaa Hämeenkylä ","Vantaa "
"24.968046"," 60.318722"," Alko Vantaa Helsinki-Vantaan lentoasema","Vantaa "
"24.970769"," 60.274556"," Alko Vantaa Tammisto Citymarket ","Vantaa "
"24.963051"," 60.292564"," Alko Vantaa Pakkala Jumbo Stockmann ","Vantaa "
"25.020038"," 60.397794"," Alko Tuusula Hyrylä ","Tuusula "
"22.967983"," 59.824536"," Alko Hanko ","Hanko "
"25.058258"," 60.324255"," Alko Vantaa Koivukylä Citymarket ","Vantaa "
"23.439252"," 59.978987"," Alko Raasepori Tammisaari ","Raasepori "
"24.005258"," 60.043109"," Alko Inkoo ","Inkoo "
"23.663103"," 60.07065"," Alko Raasepori Karjaa ","Raasepori "
"24.027772"," 60.229023"," Alko Lohja Ojamo Citymarket ","Lohja "
"24.065486"," 60.249308"," Alko Lohja keskusta Lohjantähti ","Lohja "
"24.232129"," 60.534283"," Alko Karkkila ","Karkkila "
"24.330636"," 60.332434"," Alko Vihti Nummela Citymarket ","Vihti "
"24.821425"," 60.457117"," Alko Nurmijärvi Kirkonkylä ","Nurmijärvi "
"24.759805"," 60.377847"," Alko Nurmijärvi Klaukkala Citymarket ","Nurmijärvi "
"25.103374"," 60.402186"," Alko Kerava Prisma ","Kerava "
"25.101949"," 60.477074"," Alko Järvenpää Citymarket ","Järvenpää "
"25.317703"," 60.63764"," Alko Mäntsälä ","Mäntsälä "
"25.084828"," 60.469467"," Alko Järvenpää Prisma ","Järvenpää "
"24.86303"," 60.632648"," Alko Hyvinkää Willa ","Hyvinkää "
"25.271547"," 60.377014"," Alko Sipoo Nikkilä ","Sipoo "
"25.651994"," 60.387436"," Alko Porvoo Näsi ","Porvoo "
"25.685876"," 60.39948"," Alko Porvoo Tarmola ","Porvoo "
"26.226186"," 60.458504"," Alko Loviisa ","Loviisa "
"25.329402"," 60.297758"," Alko Sipoo Söderkulla ","Sipoo "
"22.265998"," 60.449795"," Alko Turku keskusta Kauppahalli ","Turku "
"22.326498"," 60.445722"," Alko Turku Itäharju ","Turku "
"22.192296"," 60.490139"," Alko Raisio Mylly ","Raisio "
"22.286141"," 60.443938"," Alko Turku Kupittaa ","Turku "
"22.235484"," 60.457427"," Alko Turku Manhattan ","Turku "
"22.267278"," 60.452502"," Alko Turku keskusta Wiklund ","Turku "
"22.232602"," 60.47357"," Alko Turku Länsikeskus Citymarket ","Turku "
"22.262909"," 60.450881"," Alko Turku keskusta Stockmann ","Turku "
"22.324808"," 60.429156"," Alko Turku Skanssi ","Turku "
"22.36202"," 60.407876"," Alko Kaarina ","Kaarina "
"22.458444"," 60.50343"," Alko Lieto ","Lieto "
"22.229346"," 60.417817"," Alko Turku Hirvensalo ","Turku "
"22.286593"," 60.472653"," Alko Turku Tampereentie ","Turku "
"22.170569"," 60.490045"," Alko Raisio keskusta ","Raisio "
"22.687921"," 60.457487"," Alko Paimio ","Paimio "
"22.513118"," 60.429243"," Alko Kaarina Piikkiö ","Kaarina "
"21.35508"," 60.54504"," Alko Kustavi ","Kustavi "
"21.412841"," 60.799447"," Alko Uusikaupunki ","Uusikaupunki "
"21.69798"," 60.875964"," Alko Laitila ","Laitila "
"22.591327"," 60.647216"," Alko Aura ","Aura "
"21.989049"," 60.684015"," Alko Mynämäki ","Mynämäki "
"22.030951"," 60.467433"," Alko Naantali ","Naantali "
"22.308055"," 60.309207"," Alko Parainen keskusta ","Parainen "
"21.90989"," 60.192831"," Alko Parainen Nauvo ","Parainen "
"23.122481"," 60.387296"," Alko Salo keskusta ","Salo "
"23.082953"," 60.393524"," Alko Salo Halikko ","Salo "
"23.509684"," 60.633563"," Alko Somero ","Somero "
"23.113334"," 60.205337"," Alko Salo Perniö ","Salo "
